1	0.49 12566713 11158207 11145916 11883199 12857908
10233949	0.32
10362134	0.32
10364381	0.49
10364505	0.32 9568045 10873782 8709207 11044077 9420209
10559364	0.32
10573627	0.32
10712890	0.15 11158207 1 12566713 11145916 10971133
10873782	0.8300000000000001
10918034	0.32
10971133	0.32
11040122	0.32 7666533 9420209 9557678 8551571 9372953
11044077	1.8499999999999996 12518224 9568045 8553535 9784363 9650960
11121865	0.15 10918034 11044077 9469843 12518224 9343214
11145916	0.66
11158207	0.66
11160736	1.8499999999999996 12610128 11163673 12560332 10364381 12857908
11163673	0.66
11243812	0.32
11287582	1.5099999999999998 8709207 9420209 12610128 12560332 12663788
11289806	0.32
11499923	0.49
11602792	0.32
11682199	0.32
11878901	0.49
11883199	0.49
11886254	0.66 12518224 12857908 8553535 11878901 9650960
11967289	0.15 12890615 9311816 9261437 12584306 8709207
12033769	0.32
12033775	0.32 9784363 11287582 8709207 11044077 10873782
12050360	0.32
12208977	0.32 12033769 14517069 7561785 12663788 7491757
12482659	0.15 11160736 9420209 8289365 7491757 12560332
12518224	1.17 8553535 11044077 11886254 9650960 7831768
12533712	0.15 11044077 11160736 12610128 11682199 8289365
12560332	0.8300000000000001 11160736 12610128 8709207 11287582 9650960
12566713	0.49 1 12663770 11883199 10362134 11158207
12584306	0.32
12610128	1.5099999999999998 11160736 11287582 12560332 8709207 9018146
12663770	0.32
12663788	1.0 11243812 9060658 8289365 11287582 12857908
12706096	0.32
12840887	0.15 8709207 11499923 11160736 11044077 10873782
12857908	1.17 11878901 10233949 12050360 11602792 11163673
12890615	0.32
14517069	0.32
2	0.32 11287582 9420209 8709207 11160736 12610128
7491757	0.66
7494284	0.49
7523700	0.32
7561785	0.32 12208977 12663788 8178438 12706096 12857908
7595373	0.32
7666533	0.32
7745672	0.15 7933109 8615005 8709207 9060652 9650960
7778283	0.15 8709207 8601783 7494284 9298727 8973339
7815562	0.15 12610128 8709207 8615005 12663788 11160736
7831768	0.32 12518224 9650960 8553535 11886254 8709207
7933109	0.66
8139029	0.32
8151305	0.15 7494284 8825715 9650960 11160736 9032384
8178438	0.32 8764516 8553535 8200503 8139029 9650960
8200503	0.32
8289365	0.8300000000000001 11160736 7491757 11044077 12663788 8553535
8525612	0.15 11289806 8709207 7933109 9420209 9018146
8551571	0.32
8553535	1.3399999999999999 8709207 12518224 11044077 9650960 11886254
8601783	0.32
8615005	0.49
8709207	3.210000000000001 8553535 11287582 7933109 12610128 12518224
8764516	0.32
8806551	0.32
8825715	0.32
8957669	0.15 8957670 9234794 11145916 9650960 10573627
8957670	0.32
8973339	0.32
9018146	0.49 8709207 12610128 7523700 11160736 11287582
9032384	0.32
9060652	0.32
9060658	0.32
9234794	0.32
9261437	0.32
9298727	0.32
9311816	0.32
9343214	0.32
9372953	0.32
9420209	1.17 11287582 11040122 8709207 10559364 2
9469843	0.32
9557678	0.32
9568045	0.49 10873782 11499923 11044077 10364505 8709207
9636375	0.15 12857908 11163673 7595373 10364381 8806551
9650960	1.8499999999999996
9784363	0.49 11044077 8709207 12033775 9811779 8289365
9811779	0.32
