1.8750002522991147	11559546
0.4942602894001561	9545345
0.4896236029184795	9205064
0.4200266499117216	12937141
0.3780936156893963	10766344
0.3456670821304384	12566306
0.324904590900823	10674396
0.3235535374424565	11102895
0.31927091025856114	12379772
0.3066666666666666	12767520
0.3049507559673343	12374697
0.29477535134284016	10430101
0.29242962185329435	8692980
0.27630554378445116	12447687
0.2528751964520301	12489029
0.25149733223204307	11245436
0.2514285714285714	14534541
0.24195415995705818	10207053
0.24129475338543935	12360481
0.2374295616530453	9056422
0.2325512325512325	9766646
0.22841570697972666	11788654
0.2233205001184133	9815941
0.22017792155276988	14520693
0.21999999999999995	8710868
0.2133333333333333	7529048 9413807
0.2126041174166485	12438247
0.21038251366120214	11212254 12019176
0.20935700358129067	9516080
0.20928298850689592	11384880
0.20912573365353432	11500939
0.2091098086650761	10229198
0.20765027322404367	10851068
0.20588165823478674	11149601
0.2058716226944233	10791772
0.204291420285218	9311601
0.2034452034452034	8607861
0.20327083257564071	7664648 9699666
0.20290847940825735	12888657
0.20288071326239535	10676665
0.20177921552769912	8833657
0.20143792854313577	10401676
0.20000128571428566	8620490
0.20000122666666661	11704861
0.20000119771428568	10232609 11223541
0.20000097476540613	11950959
0.20000059999999995	8188767
0.20000058666666662	12444079
0.20000058485924366	11145562
0.20000053333333329	7593132 9539310 10383152 11884618
0.2000004571428571	8609661 9842972
0.20000039999999997	8205537 8646598
0.20000038990616242	7758167
0.20000034133333328	7585609 8732665 8883970 9408753 10702400 12547158
0.20000031999999995	7509629 7523316 7527408 7959284 7959292 7977648 8616829 8616830 9166674 9231155 9312016 9357999 9469330 9553667 9591538 9704714 9821177 10368301 10484052 10507775 10619489 10734317 10917054 10940495 11041233 11124964 11135668 11163495 11260861 11287353 11334418 11398888 11457860 11591350 11859875 12112314 12372686 12530085 12750239 12910533
0.20000030666666663	8626686 9883987 10699960 11498020
0.2000002933333333	7791758 8175666 8873895 10720440
0.20000026666666662	7589243 8603569 9048593 9202243 9387030 9452421 9506989 9640416 9729323 10092114 10569999 10726973 11081412 11161964 11342260 11368881
0.20000022857142852	9413957 9679929 10830316 10830573 10849571 10850457 11267857 11716549 11778548 11781836 12195157 12473575 12473592 12539223 12839944
0.20000019999999996	7627387 8675593 8796841 9130892 10545285 10974650
0.2000001949530812	8625368 9159164
0.20000017066666662	7529049 11774034
0.19999999999999996	7497000 7525978 7624149 7665217 7743492 7788852 8069850 8145772 8174129 8286193 8595162 8626706 8665514 8674059 8806109 8828463 8909524 8923458 8989772 9065466 9076342 9150190 9205049 9322955 9331099 9331100 9333017 9342439 9342440 9394418 9488037 9492043 9515800 9622092 9633824 9648831 9671232 9815544 9815813 9831246 9832424 9850076 9852124 9892013 10026153 10077005 10207105 10234899 10319328 10427145 10435587 10438568 10459850 10499513 10602507 10611187 10642432 10669726 10690548 10720068 10757056 10766352 10777488 10816436 10846175 10847581 10919668 10931447 10950308 10967123 10985759 11001824 11005099 11020056 11023522 11071655 11145572 11150434 11205897 11228049 11262195 11274216 11278392 11278691 11291931 11309283 11313980 11337496 11376121 11376126 11416032 11453542 11479214 11489838 11494131 11507082 11546773 11577168 11594774 11689295 11694888 11713209 11752009 11828267 11870540 11872675 11879554 11885994 11896447 11923875 11940579 11988840 12031683 12068000 12105987 12121883 12138094 12149131 12149650 12150454 12168088 12188907 12193537 12401798 12414625 12417786 12466336 12482909 12503617 12525256 12533667 12538620 12543777 12543789 12545153 12556535 12571082 12581018 12592384 12593846 12641820 12746329 12746434 12750288 12754739 12776186 12855680 12867429 12876069 12876289 12890810 12897145 12917202 12941837 12960057 14522909 14528284 14559833 14583467
